total_funding_usd,category,number_of_funding_rounds,number_of_business_milestones,relationships,number_of_employees,company_age,region
0,design,0,1,4,NA,2,Americas
0,web,0,1,1,5,4,Asia
0,ecommerce,0,1,2,2,5,Americas
0,software,0,1,11,NA,21,Americas
0,consulting,0,1,2,4,8,Americas
31e3,cleantech,1,NA,2,NA,4,Americas
0,NA,0,1,1,NA,NA,NA
0,other,0,NA,NA,NA,NA,Americas
0,ecommerce,0,NA,NA,10,3,NA
0,advertising,0,1,2,8,4,Asia
0,search,0,1,4,12,4,Americas
15e5,security,1,1,9,30,2,Americas
0,ecommerce,0,1,2,15,8,Americas
0,mobile,0,NA,NA,NA,1,NA
0,NA,0,1,3,NA,NA,NA
0,NA,0,NA,1,NA,NA,NA
65e3,cleantech,1,NA,NA,7,4,Americas
0,games_video,0,1,5,15,2,Oceania
0,NA,0,1,1,NA,NA,NA
7023992,web,2,2,8,18,3,Americas
1e5,ecommerce,1,1,1,NA,2,Americas
0,enterprise,1,1,1,100,10,Americas
0,NA,0,NA,1,NA,NA,NA
25e5,cleantech,1,NA,9,NA,15,Americas
58e5,games_video,2,2,2,17,10,Americas
0,NA,0,1,1,NA,NA,NA
0,advertising,0,1,2,20,20,Americas
13e5,software,1,NA,3,NA,NA,Europe
38e6,analytics,4,2,19,55,9,Americas
215e4,web,2,2,4,40,7,Asia
0,consulting,0,NA,NA,NA,NA,Americas
0,enterprise,0,NA,NA,NA,NA,NA
5e5,enterprise,1,2,3,6,4,Americas
15e5,web,1,2,2,5,6,Europe
0,travel,0,NA,NA,NA,1,Asia
7542266,hardware,1,1,6,NA,16,Americas
2341415,advertising,2,1,3,28,9,Europe
26e5,enterprise,1,NA,1,NA,2,Europe
3e6,biotech,1,NA,2,NA,13,Americas
0,NA,0,1,1,NA,NA,NA
0,ecommerce,0,1,2,3,1,Americas
0,enterprise,0,2,3,1000,18,Americas
0,other,0,NA,NA,9,10,NA
0,ecommerce,0,1,5,20,8,Europe
6e6,mobile,2,1,5,28,4,Americas
3e5,analytics,1,NA,3,NA,1,Asia
1e7,software,1,1,NA,NA,NA,Americas
2048e3,advertising,3,1,2,9,2,Americas
4665e4,web,5,4,30,110,8,Americas
2082200,software,3,1,4,NA,NA,Americas
0,advertising,0,NA,NA,4,1,Europe
0,NA,0,NA,1,NA,NA,NA
36e6,advertising,3,3,11,87,2,Americas
0,security,0,1,1,0,1,Americas
0,NA,0,1,2,NA,NA,NA
0,finance,0,1,1,10,4,Europe
25e4,software,1,1,1,5,2,Europe
0,legal,0,NA,NA,NA,NA,Americas
0,web,0,2,3,3,2,Americas
0,NA,0,1,1,NA,NA,NA
0,hospitality,0,NA,NA,NA,NA,NA
280339,NA,1,NA,NA,NA,NA,NA
5300486,biotech,1,NA,NA,NA,14,Americas
0,mobile,0,NA,NA,NA,NA,NA
0,web,0,1,1,2,5,Americas
525e3,software,3,2,4,NA,2,Americas
0,advertising,0,2,5,25,3,Asia
0,NA,0,NA,NA,NA,NA,NA
5e5,mobile,1,2,4,20,2,Europe
0,web,0,1,1,110,13,Europe
149e6,fashion,3,3,2,325,3,Americas
1227795,security,1,NA,4,NA,8,Americas
0,education,0,1,2,25,18,Americas
9350003,security,3,2,16,100,12,Americas
0,other,0,1,4,5,3,Americas
72829,search,1,1,4,64,10,Europe
25e4,web,1,NA,NA,NA,1,NA
0,security,0,1,1,2,5,Americas
0,finance,0,1,3,NA,NA,Americas
0,NA,0,NA,1,NA,NA,NA
0,ecommerce,0,NA,NA,6,2,NA
24e5,biotech,1,1,2,NA,6,Europe
0,advertising,0,1,1,5,5,Americas
52223204,ecommerce,3,3,7,11,4,Americas
58e5,ecommerce,2,2,4,NA,7,Europe
2e5,web,1,NA,3,NA,6,Asia
0,enterprise,0,1,NA,8,1,Asia
17e4,web,1,NA,3,6,1,Americas
801e5,hardware,5,2,4,NA,11,Americas
2880473,mobile,4,2,2,NA,1,Americas
0,software,0,NA,NA,NA,NA,Americas
0,NA,0,NA,NA,NA,NA,NA
1728e3,software,8,1,6,8,4,Americas
33e4,software,1,NA,1,NA,NA,Americas
0,NA,0,1,1,NA,NA,NA
0,ecommerce,0,1,2,6,0,Americas
0,software,0,1,1,NA,10,NA
0,software,0,1,1,200,21,Americas
0,NA,0,NA,NA,NA,NA,NA
0,other,0,1,NA,10,4,NA
0,mobile,0,1,10,50,3,Americas
16231320,mobile,2,3,6,NA,9,Europe
3e6,web,1,1,7,18,3,Americas
0,NA,0,NA,NA,NA,NA,NA
24e5,software,1,NA,NA,NA,11,Americas
0,NA,0,NA,13,NA,NA,Americas
25e4,ecommerce,1,1,2,11,4,Europe
70202607,software,5,1,17,260,38,Americas
0,consulting,0,1,2,8,9,Americas
0,NA,0,1,1,NA,NA,NA
103e5,software,1,NA,NA,NA,NA,Americas
11e5,cleantech,1,NA,NA,NA,NA,Asia
0,search,0,1,1,6,1,Americas
0,consulting,0,1,1,1,4,Americas
0,NA,0,NA,1,NA,NA,NA
0,consulting,0,1,2,NA,NA,NA
3e6,web,1,3,7,15,6,Europe
76e3,public_relations,1,2,2,5,2,Europe
0,travel,1,1,8,9,3,Europe
0,software,0,1,1,50,6,Americas
5e6,cleantech,1,NA,NA,NA,5,Americas
25e4,ecommerce,1,1,4,20,3,Americas
0,ecommerce,0,NA,NA,5,2,Asia
0,software,0,1,1,20,23,Europe
5e6,mobile,4,3,4,6,2,Americas
2e7,mobile,1,NA,NA,700,NA,Asia
2601040,manufacturing,1,NA,4,NA,18,Americas
51e6,consulting,2,1,2,NA,NA,NA
9e5,manufacturing,1,NA,5,NA,NA,Americas
85e3,mobile,2,1,2,2,2,Americas
357400,web,5,1,2,5,1,Europe
4e5,social,2,2,16,4,3,Americas
0,NA,0,NA,NA,NA,NA,NA
34e5,advertising,1,1,3,10,2,Americas
18150,network_hosting,1,NA,NA,NA,2,Americas
0,advertising,0,1,1,4,9,Americas
95e3,social,1,1,4,4,3,Americas
0,mobile,0,1,1,NA,4,Americas
45e5,other,1,1,1,10,3,Americas
5e4,hardware,1,1,3,NA,0,NA
2797642,biotech,2,NA,1,NA,8,Americas
0,news,0,NA,2,NA,NA,Americas
0,health,0,NA,NA,NA,NA,NA
0,public_relations,0,1,4,600,8,Europe
4075e4,web,3,5,29,80,9,Americas
0,finance,0,1,3,4,2,Europe
1014597,games_video,1,NA,4,8,2,Americas
1e6,transportation,1,NA,NA,NA,NA,Oceania
0,mobile,0,2,2,6,2,Europe
2433172,software,1,1,1,17,2,NA
13e5,web,1,NA,8,NA,3,Asia
0,games_video,0,2,2,4,3,Americas
5925e3,enterprise,2,3,8,20,4,Americas
0,advertising,0,NA,NA,23,NA,Europe
0,mobile,0,1,3,12,3,Americas
0,other,0,NA,1,NA,NA,Europe
0,web,0,NA,NA,NA,0,NA
88e4,biotech,1,NA,2,NA,NA,Americas
0,ecommerce,0,1,3,10,2,Europe
12e6,software,1,1,5,NA,13,Americas
5385e3,biotech,3,1,2,25,10,Americas
431162,mobile,1,2,5,3,4,Americas
0,other,0,NA,NA,2,3,NA
0,ecommerce,0,NA,NA,5,2,NA
4323042,software,5,2,8,5,4,Americas
0,software,0,1,3,15,16,Americas
2991652,software,3,1,7,38,5,Americas
2e4,health,1,2,2,3,3,Americas
0,NA,0,NA,NA,NA,NA,NA
0,photo_video,0,1,1,NA,2,Asia
0,other,0,1,1,7,9,Americas
54e6,hardware,4,3,37,NA,7,Americas
0,NA,0,1,6,NA,NA,NA
3814500,mobile,2,NA,1,73,NA,Americas
0,NA,0,NA,1,NA,NA,NA
55e5,ecommerce,3,2,7,5,2,Americas
0,mobile,0,1,1,5,4,Americas
0,software,0,1,1,7,5,Europe
7e4,mobile,1,1,1,11,3,NA
6162656,biotech,3,NA,NA,NA,NA,Americas
0,advertising,0,1,1,12,10,Americas
174e5,mobile,5,2,12,40,2,Americas
5e4,mobile,1,3,3,6,4,Americas
65e6,ecommerce,3,NA,1,1000,5,Asia
0,NA,0,NA,NA,NA,NA,NA
3563271,fashion,2,1,3,6,3,Europe
49e6,network_hosting,4,1,12,200,11,Americas
1319974,finance,2,1,14,NA,13,Americas
562e3,games_video,3,1,2,6,4,Americas
2e7,games_video,1,NA,NA,NA,1,Americas
0,NA,0,1,1,NA,NA,NA
0,NA,0,1,1,NA,NA,NA
0,NA,0,1,3,NA,NA,NA
0,other,0,1,10,10,2,Europe
0,mobile,0,4,5,10,4,Americas
0,games_video,0,1,2,3,4,Americas
0,travel,0,NA,NA,NA,NA,Americas
0,ecommerce,0,NA,NA,60,15,Asia
0,NA,0,NA,NA,NA,NA,NA
125e3,ecommerce,1,2,4,5,1,Americas
3e6,web,3,3,2,15,2,Europe
47e6,mobile,4,3,13,35,6,Americas
0,security,0,2,3,10,3,Americas
144e5,games_video,3,2,3,NA,8,Americas
1154812,ecommerce,2,NA,NA,NA,NA,Europe
0,software,0,NA,1,6,1,Americas
0,manufacturing,0,NA,NA,NA,41,Americas
52e5,mobile,2,1,5,NA,NA,Americas
1258507,biotech,1,NA,2,NA,6,Americas
0,software,0,1,9,NA,1,NA
0,NA,0,NA,NA,NA,NA,NA
0,NA,0,NA,1,NA,NA,NA
0,search,0,1,3,10,2,Europe
7e6,web,1,4,9,43,6,Europe
165e4,ecommerce,2,1,1,100,3,Asia
5745e4,advertising,4,6,22,NA,8,Americas
0,NA,0,1,1,NA,NA,NA
0,other,0,NA,NA,NA,25,NA
22e4,cleantech,1,1,2,2,1,Americas
0,other,0,NA,NA,NA,NA,NA
418525,web,3,2,7,12,9,Europe
0,other,0,1,3,10,1,Americas
834287,software,2,2,2,40,4,Americas
0,NA,0,1,1,NA,NA,NA
67e5,software,2,3,7,29,5,Americas
128e4,games_video,1,NA,NA,NA,NA,Americas
0,software,0,1,2,2,3,Americas
0,public_relations,0,2,2,11,1,Europe
3195e3,enterprise,2,2,19,2,1,Americas
0,legal,0,1,3,3,1,Americas
2e7,software,2,1,7,52,14,Americas
0,games_video,0,1,2,10,3,Americas
0,web,0,1,1,6,4,Europe
0,consulting,0,1,6,20,11,Europe
0,web,0,1,1,6,1,Americas
0,mobile,0,2,11,5,2,Asia
5e6,software,1,1,4,20,5,Americas
0,games_video,0,NA,1,NA,3,NA
106e6,hardware,6,1,15,NA,9,Asia
0,NA,0,NA,NA,NA,4,NA
0,web,0,1,NA,NA,NA,Americas
0,NA,0,1,1,NA,NA,NA
103e5,other,1,1,3,NA,25,Americas
798679,web,1,3,2,20,6,Americas
75e4,sports,1,NA,1,NA,6,Americas
0,web,0,NA,10,250,13,Americas
0,public_relations,0,NA,3,3,NA,NA
0,software,0,1,6,89,12,Americas
22e4,web,1,1,2,9,2,Americas
0,NA,0,1,1,NA,NA,NA
0,other,0,1,1,3,5,Americas
21e6,advertising,1,1,11,37,9,Americas
52e6,ecommerce,2,3,3,35,3,Americas
365e4,web,1,2,11,NA,13,Americas
112437500,hardware,9,3,10,NA,10,Americas
45e5,hospitality,2,1,5,NA,1,Americas
0,software,0,1,1,2,2,Americas
2e6,health,1,1,8,NA,32,Americas
0,NA,0,1,1,NA,NA,NA
28e5,ecommerce,2,1,NA,NA,1,Americas
0,ecommerce,0,3,10,50,5,Asia
94000100,software,3,1,6,60,3,Americas
0,software,0,1,5,10,7,Americas
85097364,messaging,3,3,8,130,4,Americas
4117456,network_hosting,1,NA,9,NA,11,Americas
0,NA,0,NA,2,NA,NA,NA
312005,news,3,1,3,2,2,Europe
5e5,ecommerce,1,1,2,30,1,Asia
0,advertising,0,1,1,500,46,Americas
0,other,0,1,2,5,5,Europe
0,software,0,1,1,2,1,Americas
0,enterprise,0,1,2,NA,3,Europe
0,health,0,NA,NA,NA,NA,NA
0,other,0,2,1,25,4,Americas
273e5,cleantech,3,2,8,NA,6,Americas
0,mobile,0,1,3,4,2,Europe
0,mobile,0,3,6,20,4,Europe
0,games_video,0,NA,NA,NA,NA,NA
59e6,software,5,3,11,NA,13,Americas
75e5,biotech,1,NA,NA,NA,NA,Americas
15e5,web,1,2,4,12,7,Americas
0,software,0,NA,NA,35,6,Asia
8e5,software,1,NA,1,NA,1,Americas
0,games_video,0,1,1,5,1,Asia
7e6,semiconductor,2,3,12,NA,8,Americas
1e4,hardware,1,1,4,NA,1,Americas
0,NA,0,1,NA,NA,NA,NA
0,games_video,0,2,1,4,4,Americas
0,other,0,1,10,70000,82,Americas
1863e3,nonprofit,2,NA,2,NA,5,Americas
0,NA,0,1,1,NA,NA,NA
0,consulting,0,2,2,8,4,Europe
2e7,ecommerce,1,NA,NA,NA,5,Asia
1136439,finance,1,2,1,NA,NA,NA
1685e3,advertising,3,2,9,22,3,Americas
15e5,fashion,1,1,4,4,2,Americas
315e5,software,5,9,9,60,7,Americas
0,software,0,NA,1,NA,NA,Europe
115e5,hardware,1,1,2,NA,4,Americas
1e5,biotech,1,NA,3,NA,3,Americas
143e5,software,3,1,10,30,6,Asia
26000002,other,1,2,8,50,11,Americas
873720,ecommerce,3,2,18,9,2,Americas
0,NA,0,NA,1,NA,NA,NA
0,other,0,1,2,6,NA,Americas
107764700,messaging,4,2,19,100,7,Europe
25e4,mobile,1,NA,2,NA,NA,Americas
2649001,web,2,4,6,7,10,Americas
11e3,messaging,1,1,2,2,3,Americas
0,advertising,0,1,1,4,4,Americas
0,NA,0,1,1,NA,NA,NA
6577232,security,4,1,12,NA,6,Americas
1e6,software,1,NA,NA,NA,12,NA
0,NA,0,NA,NA,NA,NA,NA
3e4,cleantech,1,1,1,4,0,Europe
0,other,0,1,2,0,2,Americas
582e4,biotech,3,NA,NA,NA,12,Americas
0,mobile,0,2,3,6,4,Americas
1e6,analytics,1,1,2,NA,2,Americas
3e5,nonprofit,1,1,3,10,2,Americas
6e5,web,2,1,2,11,5,Americas
0,NA,0,NA,NA,NA,3,NA
0,software,1,1,3,3,3,Americas
0,software,0,NA,NA,100,13,Europe
31630248,mobile,2,NA,2,NA,3,Americas
51251092,biotech,3,NA,4,NA,NA,Americas
0,software,0,NA,NA,NA,8,Asia
5e6,hardware,1,NA,NA,NA,NA,Asia
1025e4,software,2,NA,12,NA,12,Americas
18e5,mobile,1,1,2,30,3,Europe
0,software,0,2,4,4,3,Asia
0,software,0,1,3,9,3,Asia
0,enterprise,0,NA,NA,50,10,NA
5e4,software,1,1,2,NA,1,NA
150007,NA,1,NA,2,NA,3,Americas
0,NA,0,NA,3,NA,NA,Europe
2812e3,analytics,2,NA,3,NA,NA,Americas
0,other,0,1,1,3,2,Americas
8e5,software,2,2,9,3,4,Americas
0,games_video,0,1,2,16,7,Asia
0,public_relations,0,1,11,6,12,Americas
0,other,0,NA,NA,NA,NA,NA
0,mobile,0,1,2,NA,0,Europe
0,consulting,0,1,1,10,0,Americas
11e5,web,1,1,4,4,1,Americas
0,search,0,1,1,0,4,Europe
5e6,cleantech,1,NA,1,NA,NA,NA
1e6,software,1,1,1,10,4,Americas
15e4,mobile,1,2,3,3,1,Europe
0,games_video,0,1,3,5,12,Americas
0,software,0,1,2,16,4,Europe
1e5,ecommerce,1,1,2,4,0,Americas
1113344,biotech,1,1,2,NA,NA,Americas
5e5,advertising,1,1,6,7,3,Americas
0,NA,0,1,1,NA,NA,NA
0,web,0,NA,2,NA,NA,Asia
0,biotech,0,NA,1,NA,29,Europe
75e3,ecommerce,2,1,1,4,3,Asia
0,hardware,0,NA,NA,1,4,NA
0,social,0,1,1,4,4,Americas
625e4,mobile,2,2,7,NA,2,Americas
1e7,web,1,1,9,12,7,Americas
0,web,0,1,1,2,1,Europe
135e4,software,1,2,7,92,7,Americas
837405,biotech,1,NA,3,NA,9,Americas
0,software,0,1,3,4,3,Europe
0,transportation,0,NA,NA,NA,NA,NA
0,software,0,1,1,100,5,Asia
0,search,0,1,2,4,6,Europe
0,web,0,1,1,20,6,Asia
0,advertising,0,1,2,6,4,Americas
12e4,NA,2,1,1,NA,1,Americas
22498160,software,3,1,8,NA,17,Americas
0,ecommerce,0,NA,3,NA,1,Americas
0,education,0,1,4,17,5,Americas
675e3,medical,2,1,2,20,2,Americas
15e6,finance,3,3,3,NA,4,Americas
25e5,mobile,2,3,3,5,1,Americas
0,sports,2,2,6,6,3,Americas
0,travel,0,NA,NA,NA,9,NA
415e3,finance,1,NA,2,NA,NA,Americas
2290002,biotech,2,NA,2,NA,NA,Americas
0,NA,0,1,1,NA,NA,NA
5e6,social,1,2,6,NA,2,Americas
0,NA,0,1,1,NA,NA,NA
8e5,medical,1,NA,NA,1,NA,NA
452e4,hardware,1,NA,NA,NA,10,Europe
8e6,games_video,1,1,2,80,3,Europe
0,other,0,1,2,5,2,Europe
14e6,web,2,2,14,NA,3,Americas
0,NA,0,1,1,NA,NA,NA
0,ecommerce,0,NA,2,NA,2,Asia
56e5,mobile,2,2,2,22,2,Americas
8e5,enterprise,1,1,1,NA,NA,Asia
465e3,games_video,2,1,12,7,1,Americas
24858e3,consulting,3,NA,NA,NA,8,Europe
15873700,messaging,2,4,15,60,10,Europe
2718879,medical,3,1,3,NA,1,Americas
0,other,0,2,4,4,3,Americas
0,NA,0,1,1,NA,NA,NA
31e4,photo_video,2,2,4,4,5,Europe
3638366,hardware,4,NA,NA,NA,9,Americas
0,mobile,0,2,2,5,4,Europe
0,NA,0,1,1,NA,NA,NA
23e5,other,1,2,15,18,6,Americas
5806037,software,2,NA,1,NA,6,Americas
175e3,hardware,1,NA,NA,NA,3,Americas
18442e3,games_video,4,1,3,NA,9,Americas
0,web,0,NA,1,NA,13,NA
0,NA,0,1,1,NA,NA,NA
0,web,0,1,2,5,1,Americas
0,NA,0,NA,NA,NA,NA,NA
0,advertising,0,NA,NA,NA,NA,Americas
0,consulting,0,NA,NA,NA,7,Europe
10338e3,software,3,3,21,NA,7,Americas
0,security,0,NA,NA,NA,NA,NA
1e8,software,1,3,20,106,5,Americas
0,ecommerce,0,1,2,2,3,Europe
6e5,mobile,1,NA,NA,NA,NA,Americas
1e6,ecommerce,1,1,3,2,5,Americas
1085e3,medical,2,NA,1,NA,1,Americas
0,software,0,1,3,10,4,Asia
585745,web,2,2,8,22,5,Europe
25e4,mobile,1,2,1,NA,1,Americas
0,web,0,NA,NA,NA,0,NA
0,ecommerce,0,1,1,4,4,Americas
8e6,advertising,2,3,7,20,2,Americas
0,education,0,NA,NA,NA,40,NA
0,web,0,1,3,3,2,Americas
68e5,education,1,NA,NA,NA,34,Americas
147e3,social,1,1,2,3,3,Americas
0,ecommerce,0,1,2,NA,1,NA
0,consulting,0,1,1,12,22,Americas
15274169,other,4,NA,5,NA,15,Americas
15e4,manufacturing,1,NA,NA,NA,NA,NA
0,mobile,0,2,3,3,1,Europe
15e4,education,1,1,1,NA,1,Americas
0,NA,0,1,1,NA,NA,NA
0,other,0,1,1,10,21,Americas
0,games_video,1,1,1,13,7,Americas
0,web,0,NA,NA,1,4,NA
0,other,0,1,1,3,2,Americas
146e6,hardware,3,3,23,NA,18,Americas
25e3,education,1,NA,1,NA,1,Americas
0,NA,0,1,2,NA,NA,NA
16e5,hardware,1,NA,1,NA,4,Asia
0,NA,0,NA,1,NA,NA,NA
0,ecommerce,0,1,1,9,2,Americas
703e5,advertising,5,5,20,50,12,Americas
0,other,0,1,7,32,11,Americas
1e5,software,1,2,3,6,4,Americas
1e5,ecommerce,1,NA,1,NA,NA,Americas
0,games_video,1,2,5,75,2,Europe
5e5,mobile,1,1,3,5,2,Americas
184e4,ecommerce,1,1,3,3,1,Americas
0,games_video,0,1,5,5,1,Europe
0,advertising,0,1,1,6,3,Americas
0,software,0,1,2,5,6,Americas
0,web,0,1,1,NA,0,NA
55e5,advertising,2,3,15,25,3,Americas
0,NA,0,1,1,NA,NA,NA
0,NA,0,1,1,NA,NA,NA
0,ecommerce,0,NA,NA,NA,0,Americas
0,web,0,1,5,13,4,Americas
35e4,mobile,1,1,4,NA,1,Americas
0,public_relations,0,1,4,10,2,Americas
0,software,0,NA,NA,10,1,Americas
547e5,nanotech,3,1,4,NA,17,Americas
82e5,web,1,1,2,NA,NA,NA
0,advertising,0,2,40,NA,111,Americas
98e4,mobile,2,2,6,10,6,Americas
0,NA,0,1,7,NA,NA,NA
0,semiconductor,0,1,31,6000,29,Americas
0,advertising,0,1,1,4,2,Europe
0,consulting,0,1,1,2,1,NA
5e6,software,1,1,1,NA,NA,Americas
255e3,medical,2,1,3,NA,1,Americas
5e6,web,1,1,1,NA,7,Americas
0,hospitality,0,NA,NA,NA,NA,Americas
7e6,NA,1,NA,3,NA,NA,NA
832e5,games_video,4,2,2,NA,3,Asia
21e7,web,2,3,26,150,13,Americas
0,mobile,0,1,1,7,5,Americas
0,consulting,0,NA,1,5,7,Americas
6433e3,mobile,1,NA,1,NA,15,Europe
0,software,0,1,1,24,6,Asia
0,advertising,0,1,1,NA,1,Americas
250842500,ecommerce,3,3,7,900,7,Europe
0,network_hosting,0,NA,NA,NA,4,NA
1e4,music,1,1,3,3,3,Europe
0,NA,0,NA,1,NA,NA,NA
0,NA,0,NA,1,NA,NA,NA
74e5,security,2,2,9,20,4,Asia
14e4,advertising,3,1,4,4,2,Americas
0,web,0,1,3,3,8,Americas
123e4,software,1,NA,NA,NA,12,Europe
371e4,biotech,1,NA,2,NA,NA,Europe
0,web,0,NA,NA,7,0,NA
0,NA,0,NA,1,NA,NA,NA
55e4,advertising,1,1,4,NA,3,Americas
2e4,advertising,1,1,1,10,1,Europe
0,other,0,1,6,NA,33,Americas
0,NA,0,NA,NA,NA,NA,NA
15e4,ecommerce,1,1,1,7,1,Europe
6e6,music,2,2,4,NA,5,Americas
8e5,advertising,3,1,4,8,1,Americas
2401e3,biotech,2,NA,2,NA,NA,Europe
0,web,0,NA,1,NA,1,NA
375e3,health,1,1,3,4,2,Americas
0,software,0,1,2,10,12,Oceania
609e5,advertising,6,6,42,NA,8,Americas
238021,web,2,NA,2,NA,NA,NA
0,mobile,0,NA,NA,NA,4,NA
15e5,ecommerce,1,1,2,5,2,Americas
15e5,advertising,1,1,1,NA,NA,NA
191874,mobile,1,NA,NA,NA,8,Europe
0,consulting,0,1,4,25,4,Europe
15e4,web,1,1,2,2,1,Americas
0,software,0,1,2,4,1,Europe
41e6,biotech,2,2,4,NA,7,Americas
38638912,NA,1,NA,NA,NA,NA,Europe
101e5,biotech,2,1,2,NA,NA,Europe
0,NA,0,1,1,NA,NA,NA
0,software,0,1,2,2,1,Americas
0,ecommerce,0,1,2,8,14,Oceania
1e6,biotech,1,NA,2,NA,0,Americas
8223e4,enterprise,2,1,10,NA,11,Americas
0,ecommerce,0,1,1,50,1,Asia
15e4,mobile,1,1,2,NA,6,Oceania
17e5,search,2,2,5,6,2,Europe
174254,transportation,1,NA,NA,NA,NA,Europe
0,web,0,1,1,4,1,Asia
0,web,0,1,2,22,49,Americas
0,web,0,1,1,4,7,Americas
0,NA,0,NA,1,NA,NA,NA
15e4,enterprise,3,1,2,6,3,Americas
0,mobile,0,1,3,20,3,Europe
0,software,0,1,3,4,6,Europe
24e4,ecommerce,1,NA,NA,NA,13,Americas
0,software,0,NA,4,12,11,Americas
0,travel,0,2,7,15,6,Africa
0,ecommerce,0,1,1,3,3,Americas
0,NA,0,1,1,NA,NA,NA
0,web,0,1,1,70,17,Asia
23e5,real_estate,1,NA,NA,NA,NA,Asia
0,web,0,NA,NA,3,4,NA
0,advertising,0,NA,NA,NA,NA,NA
0,consulting,0,NA,NA,NA,NA,NA
0,ecommerce,0,1,2,3,3,Asia
32e5,NA,2,NA,NA,NA,NA,NA
165e3,enterprise,1,2,2,4,1,Americas
0,enterprise,0,1,2,5,2,Europe
0,consulting,0,1,1,3,3,Americas
0,NA,0,1,1,NA,NA,NA
0,mobile,1,1,5,30,6,Americas
65e4,NA,1,NA,10,NA,6,Americas
0,NA,0,1,1,NA,NA,NA
0,NA,0,NA,2,NA,NA,NA
0,software,0,NA,NA,60,9,Asia
0,other,0,NA,NA,NA,NA,NA
16424363,cleantech,3,1,13,NA,9,Europe
0,messaging,1,2,4,7,4,Asia
0,advertising,0,1,2,14,9,Europe
0,search,0,1,4,12,7,Europe
0,software,0,1,1,2,1,Europe
0,NA,0,1,NA,NA,NA,Europe
0,public_relations,0,1,2,2,8,Americas
35e4,finance,1,NA,7,NA,NA,Americas
14e6,mobile,1,1,5,NA,8,Americas
0,software,0,1,3,5,2,Americas
0,social,0,1,2,4,0,Americas
252e4,mobile,3,2,3,NA,1,Americas
24595e3,biotech,4,2,7,NA,4,Americas
0,photo_video,0,NA,NA,NA,NA,NA
6230899,mobile,3,1,9,17,9,Americas
13959116,biotech,2,NA,4,NA,2,Americas
175e5,software,2,1,1,NA,17,Americas
0,other,0,1,1,3,1,Americas
0,other,0,1,11,26,23,Americas
74639282,biotech,6,1,3,NA,11,Americas
12e5,games_video,1,2,3,22,4,Americas
65e5,advertising,1,1,1,47,6,Europe
0,software,1,2,2,2,1,Americas
11e5,advertising,1,1,NA,NA,NA,Americas
0,NA,0,NA,1,NA,NA,NA
0,NA,0,NA,2,NA,NA,NA
28e5,mobile,1,2,5,3,2,Americas
5e6,web,2,3,5,10,6,Americas
167e5,games_video,2,2,10,NA,4,Americas
75e5,transportation,1,NA,2,NA,2,Americas
0,NA,0,1,1,NA,NA,NA
0,ecommerce,0,NA,NA,10,2,NA
18e4,software,1,NA,2,NA,NA,NA
193e5,games_video,2,NA,NA,NA,NA,Europe
0,legal,0,NA,NA,NA,NA,Europe
0,ecommerce,0,NA,NA,NA,NA,NA
0,ecommerce,0,1,2,5,2,Europe
0,other,0,1,6,3300,14,Americas
385e5,games_video,2,NA,1,NA,8,Americas
5e4,mobile,1,3,2,4,1,Asia
0,ecommerce,0,2,2,7,2,Asia
33e5,security,1,NA,1,NA,NA,Americas
0,analytics,0,1,4,5,5,Americas
0,ecommerce,0,1,1,2,5,Europe
85e4,biotech,1,NA,4,NA,7,Americas
8632407,software,4,1,7,NA,4,Americas
0,NA,0,1,1,NA,NA,NA
42423,social,1,1,1,5,2,Europe
0,hospitality,0,NA,NA,NA,2,NA
0,NA,0,1,1,NA,NA,NA
1415e3,analytics,5,1,8,10,3,Americas
0,advertising,0,3,11,10,10,Americas
0,software,0,NA,2,2,4,NA
0,software,0,NA,NA,0,10,Americas
0,web,0,1,4,4,3,Americas
0,other,0,1,3,30,4,Europe
13e4,NA,2,NA,NA,NA,4,Americas
0,NA,0,NA,NA,NA,NA,NA
492942,biotech,1,1,5,NA,8,Americas
2205e4,enterprise,2,3,12,22,4,Americas
35e5,web,1,1,4,10,4,Americas
0,NA,0,NA,1,NA,NA,NA
0,advertising,0,1,1,7,5,Europe
0,software,0,1,3,50,5,Asia
0,consulting,0,1,1,3,6,Americas
65e3,social,1,NA,1,NA,2,Americas
5817312,transportation,7,1,12,13,7,Americas
0,mobile,0,1,2,1,1,Americas
0,public_relations,0,1,4,25,20,Americas
0,education,0,1,3,2,1,Americas
117e5,semiconductor,3,1,2,40,9,Americas
0,mobile,0,2,2,21,4,Americas
0,biotech,0,NA,1,NA,30,Americas
0,ecommerce,0,1,5,10,1,Americas
0,games_video,0,NA,NA,NA,NA,NA
1e7,mobile,1,NA,1,NA,NA,Americas
0,ecommerce,0,1,1,10,2,Americas
0,education,0,1,2,2,1,Americas
57e6,finance,1,NA,NA,NA,NA,Asia
0,NA,0,1,1,NA,NA,NA
0,web,0,NA,NA,NA,NA,NA
0,NA,0,1,1,NA,NA,NA
43e6,games_video,1,3,21,300,10,Europe
14e5,software,1,1,6,8,2,Americas
6e5,advertising,2,1,6,20,1,Asia
1095e4,hardware,4,1,4,NA,4,Americas
0,other,0,NA,NA,NA,NA,NA
1e7,hardware,1,NA,1,NA,24,Americas
0,NA,0,NA,2,NA,NA,NA
5e6,web,1,1,1,NA,NA,NA
0,other,0,1,1,9,2,Europe
0,NA,0,NA,NA,NA,NA,NA
