status,category,region,number_of_employees,company_age,number_of_funding_rounds,total_funding_usd,number_of_business_milestones,relationships
acquired,software,Americas,NA,NA,0,0,1,1
acquired,NA,NA,NA,NA,0,0,1,1
acquired,NA,Americas,NA,17,0,0,NA,NA
acquired,games_video,NA,3,2,0,0,1,3
closed,search,NA,NA,1,0,0,2,1
closed,search,NA,10,2,0,0,NA,NA
acquired,advertising,Europe,35,10,0,0,NA,NA
closed,enterprise,NA,3,3,2,100967,1,4
acquired,web,Americas,NA,NA,0,0,1,0
acquired,NA,Americas,NA,NA,0,0,NA,2
acquired,NA,Asia,NA,NA,0,0,NA,NA
acquired,advertising,NA,NA,NA,0,0,2,1
acquired,software,Europe,NA,18,0,0,NA,NA
acquired,biotech,Americas,NA,NA,0,0,NA,3
acquired,consulting,Americas,NA,NA,0,0,NA,NA
acquired,NA,Europe,NA,NA,0,0,NA,NA
closed,biotech,Americas,NA,8,2,23735142,NA,NA
acquired,advertising,Americas,NA,NA,0,0,NA,1
acquired,NA,Americas,NA,8,0,0,NA,1
acquired,consulting,NA,NA,NA,0,0,NA,NA
acquired,software,Americas,NA,10,0,0,NA,NA
acquired,other,Americas,NA,NA,0,0,NA,NA
acquired,web,Americas,4,3,0,0,2,0
acquired,mobile,Americas,NA,NA,1,656590,2,3
acquired,NA,Americas,NA,NA,0,0,NA,NA
closed,ecommerce,Americas,NA,NA,1,6060136,NA,NA
closed,advertising,Americas,26,3,1,2019788,NA,NA
closed,software,Americas,5,8,1,302982,1,1
closed,photo_video,NA,2,2,1,24738,1,1
acquired,manufacturing,Americas,NA,9,1,11880226,1,16
acquired,ecommerce,Europe,NA,14,0,0,1,NA
acquired,enterprise,Europe,NA,NA,1,1237472,2,NA
acquired,NA,NA,NA,NA,0,0,1,2
closed,ecommerce,Europe,2,NA,1,15430,NA,2
closed,messaging,Americas,9,3,1,296969,2,3
acquired,public_relations,Americas,NA,NA,1,989949,1,1
acquired,web,NA,NA,NA,0,0,NA,NA
ipo,biotech,Americas,NA,NA,1,2697808,NA,1
closed,news,Asia,14,1,1,505013,1,NA
acquired,NA,NA,NA,NA,0,0,NA,1
acquired,enterprise,Americas,NA,NA,3,31309299,2,3
acquired,advertising,NA,NA,2,0,0,1,NA
closed,web,NA,NA,1,0,0,1,2
acquired,web,NA,NA,2,0,0,1,3
closed,mobile,NA,2,1,1,29690,1,3
acquired,other,Americas,NA,1,0,212078,2,2
acquired,software,NA,NA,3,0,0,2,1
acquired,biotech,Europe,NA,NA,0,0,1,1
closed,news,Asia,10,1,1,10096,NA,NA
acquired,advertising,Americas,10,8,0,0,1,2
closed,analytics,NA,NA,NA,1,148538,NA,NA
acquired,software,NA,294,11,0,0,NA,NA
acquired,software,Americas,NA,7,2,4235997,1,2
acquired,software,NA,NA,NA,1,252526,NA,NA
acquired,ecommerce,Americas,NA,NA,0,0,2,4
closed,mobile,Americas,NA,2,0,0,2,3
acquired,software,Americas,NA,4,1,3960073,1,1
acquired,network_hosting,Americas,NA,NA,0,0,NA,NA
acquired,NA,Americas,NA,3,0,0,2,3
acquired,other,NA,NA,NA,0,0,NA,NA
acquired,transportation,Americas,4,2,2,0,2,7
acquired,mobile,Americas,NA,3,1,4207436,2,3
acquired,NA,NA,NA,NA,0,0,1,1
acquired,NA,NA,NA,NA,0,0,NA,3
acquired,advertising,Americas,30,3,0,0,1,4
closed,software,NA,NA,NA,0,0,1,2
acquired,NA,NA,NA,NA,0,0,1,1
closed,games_video,Americas,7,2,0,0,NA,NA
closed,web,Americas,4,1,1,247554,1,1
closed,web,NA,0,1,0,0,1,1
acquired,games_video,NA,34,3,0,0,NA,NA
acquired,news,Americas,3,1,2,70687,2,4
acquired,other,Americas,NA,NA,0,0,NA,2
acquired,software,Americas,NA,3,0,0,NA,1
ipo,other,Americas,NA,25,0,0,2,20
ipo,hardware,Americas,NA,NA,0,0,1,7
acquired,biotech,Americas,NA,NA,0,0,NA,1
closed,ecommerce,Americas,2,4,1,15154,1,2
acquired,NA,Americas,NA,11,0,0,1,2
closed,games_video,NA,NA,NA,1,0,NA,NA
closed,games_video,Americas,NA,2,1,555655,1,3
closed,NA,NA,NA,NA,0,0,1,0
acquired,other,Americas,NA,NA,0,0,NA,NA
closed,mobile,Americas,NA,3,2,346537,1,3
acquired,advertising,Americas,28,4,2,1009968,1,6
acquired,NA,Americas,NA,NA,0,0,1,2
closed,messaging,NA,1,3,1,14219,NA,NA
acquired,NA,NA,NA,NA,0,0,1,1
acquired,software,Americas,12,4,0,0,2,1
acquired,automotive,Americas,19,2,2,15542854,1,15
acquired,enterprise,Americas,NA,NA,0,0,1,1
acquired,hardware,Europe,NA,NA,0,0,NA,NA
acquired,biotech,Americas,NA,NA,0,0,NA,3
acquired,public_relations,Americas,3,2,0,0,2,3
acquired,NA,Europe,NA,3,0,0,1,4
acquired,software,Americas,NA,NA,0,0,NA,NA
ipo,semiconductor,Americas,NA,NA,0,0,1,15
acquired,consulting,Americas,98,12,0,0,2,3
closed,web,Americas,7,1,1,534537,1,NA
acquired,other,Americas,99,10,0,0,NA,6
closed,web,NA,2,2,0,0,1,2
acquired,NA,NA,NA,NA,0,0,2,1
acquired,NA,NA,NA,NA,0,0,1,1
acquired,mobile,Americas,NA,1,1,0,1,4
closed,advertising,Americas,3,3,1,19793,1,1
closed,web,Americas,NA,2,0,0,1,4
acquired,fashion,NA,NA,NA,0,0,NA,NA
acquired,enterprise,Americas,NA,NA,0,0,NA,NA
acquired,public_relations,Europe,NA,8,0,0,1,4
acquired,enterprise,Americas,NA,9,0,0,NA,NA
acquired,software,Americas,NA,NA,0,0,NA,NA
acquired,mobile,Americas,2,2,2,123737,2,9
closed,software,Oceania,13,3,2,353490,NA,NA
acquired,software,Americas,61,NA,0,0,NA,5
ipo,semiconductor,Americas,NA,34,1,15149246,1,8
acquired,web,NA,41,5,0,0,2,2
acquired,biotech,Americas,NA,11,2,25249679,1,15
acquired,public_relations,Europe,NA,12,0,0,NA,NA
acquired,software,Oceania,NA,4,0,0,2,NA
ipo,mobile,Americas,NA,NA,0,0,NA,1
acquired,hardware,Americas,NA,NA,0,0,NA,NA
acquired,enterprise,Americas,NA,15,1,1918951,1,3
acquired,software,Americas,NA,13,0,0,1,4
acquired,mobile,NA,3,NA,0,0,NA,1
closed,mobile,Americas,3,2,1,100999,NA,NA
closed,software,NA,2,3,0,0,NA,NA
acquired,enterprise,Americas,NA,NA,1,13860414,NA,2
acquired,NA,Americas,NA,NA,0,0,NA,NA
acquired,web,NA,2,1,0,0,2,2
closed,network_hosting,Americas,NA,2,2,0,NA,NA
acquired,software,Europe,15,3,1,151521,1,1
closed,fashion,Americas,4,2,0,20207,1,2
acquired,advertising,NA,3,2,0,0,NA,1
ipo,other,Americas,NA,NA,0,0,1,5
acquired,mobile,Americas,NA,2,2,2282112,2,3
acquired,NA,NA,NA,NA,0,0,1,1
acquired,NA,Europe,NA,NA,0,0,NA,NA
acquired,ecommerce,Europe,NA,7,1,40118709,1,10
acquired,software,Americas,NA,2,0,0,NA,2
acquired,other,Americas,NA,NA,0,0,NA,NA
acquired,advertising,Americas,NA,14,0,0,2,10
closed,medical,Americas,NA,NA,2,4615702,NA,NA
acquired,software,NA,NA,NA,0,0,NA,NA
acquired,security,Americas,NA,NA,1,10671412,NA,2
closed,ecommerce,Americas,NA,2,1,24751,2,3
acquired,ecommerce,NA,NA,NA,0,0,NA,3
acquired,NA,Americas,NA,5,0,0,1,5
acquired,biotech,Americas,NA,42,0,0,NA,2
acquired,software,Europe,6,2,0,0,NA,6
closed,web,NA,5,12,0,0,NA,NA
closed,biotech,Americas,NA,3,3,4468583,NA,NA
acquired,enterprise,Americas,NA,27,0,0,NA,NA
acquired,mobile,Europe,49,7,0,0,NA,4
acquired,biotech,Americas,NA,NA,0,0,1,8
acquired,biotech,Americas,NA,12,0,0,1,7
acquired,consulting,Americas,NA,27,0,0,NA,NA
acquired,enterprise,Americas,NA,10,0,0,NA,2
acquired,web,NA,NA,NA,0,0,NA,NA
ipo,hardware,Americas,NA,NA,0,0,NA,1
closed,other,NA,3,3,0,0,1,3
acquired,software,Americas,NA,13,0,0,NA,NA
acquired,advertising,Americas,NA,18,0,0,NA,1
acquired,security,Americas,NA,NA,0,0,NA,NA
acquired,mobile,NA,NA,NA,0,0,NA,NA
acquired,enterprise,Europe,NA,32,0,0,NA,NA
acquired,hardware,Americas,NA,NA,0,0,NA,NA
acquired,ecommerce,Oceania,5,3,0,0,1,2
acquired,NA,Europe,NA,NA,0,0,NA,NA
acquired,web,Americas,25,1,0,0,1,3
acquired,mobile,NA,2,1,0,0,2,3
acquired,finance,Americas,NA,4,0,0,1,1
closed,photo_video,Europe,5,1,1,448356,NA,NA
acquired,NA,Americas,NA,6,0,0,1,13
acquired,other,NA,NA,13,0,0,NA,1
acquired,other,Americas,NA,10,0,0,1,2
acquired,web,Americas,8,2,1,989868,2,5
closed,consulting,Americas,NA,1,0,0,1,1
acquired,NA,Americas,NA,25,0,0,NA,3
acquired,NA,Americas,NA,NA,0,0,NA,NA
closed,ecommerce,Europe,NA,1,0,0,1,3
closed,ecommerce,Asia,2,1,1,19771,2,3
acquired,NA,Americas,NA,NA,0,0,NA,NA
acquired,advertising,Europe,8,5,0,0,3,1
acquired,NA,Asia,NA,50,0,0,1,5
acquired,web,Americas,NA,2,0,0,1,3
acquired,games_video,NA,NA,NA,0,0,1,2
acquired,photo_video,Americas,NA,NA,0,2019970,2,2
acquired,NA,Americas,NA,4,0,0,NA,NA
acquired,NA,Americas,NA,18,0,0,NA,NA
acquired,NA,NA,NA,2,0,0,NA,NA
closed,hospitality,Americas,NA,NA,1,1187930,1,5
acquired,NA,NA,NA,NA,0,0,1,2
closed,ecommerce,Americas,NA,2,1,5554947,2,6
acquired,NA,Americas,NA,9,0,0,NA,NA
acquired,NA,Europe,NA,NA,0,0,0,3
closed,consulting,NA,6,2,1,39598,NA,NA
acquired,consulting,Europe,NA,NA,0,0,NA,2
acquired,NA,NA,NA,NA,0,0,1,1
acquired,NA,NA,NA,NA,0,0,1,2
acquired,games_video,Americas,3,2,0,0,2,2
ipo,other,Americas,92911,30,0,0,NA,NA
acquired,ecommerce,NA,NA,NA,0,0,NA,NA
acquired,games_video,Americas,NA,NA,0,0,NA,NA
acquired,web,NA,4,2,0,0,NA,3
acquired,software,Americas,NA,3,1,1414089,1,4
acquired,education,Oceania,NA,15,0,0,NA,1
closed,web,Europe,10,1,0,0,1,1
acquired,NA,NA,NA,NA,0,0,NA,1
acquired,NA,Americas,NA,NA,0,0,NA,NA
acquired,messaging,NA,NA,NA,1,888722,1,NA
acquired,public_relations,Americas,NA,NA,0,0,NA,NA
acquired,web,NA,NA,NA,1,494971,1,2
closed,software,NA,NA,4,0,0,NA,NA
acquired,ecommerce,Europe,4,1,0,0,NA,4
closed,cleantech,Americas,5,1,0,0,2,1
acquired,web,Americas,NA,2,0,0,1,2
closed,health,Americas,9,2,1,297013,1,1
acquired,other,Europe,6,2,0,0,1,5
closed,games_video,NA,4,1,1,148577,1,3
acquired,games_video,Americas,NA,6,0,0,NA,NA
closed,travel,Asia,2,2,1,99019,1,NA
closed,games_video,Americas,NA,4,1,25242,NA,NA
acquired,software,Americas,NA,NA,0,0,NA,NA
acquired,other,Europe,NA,NA,0,0,0,3
acquired,search,Americas,NA,3,0,0,1,3
acquired,NA,Americas,NA,NA,0,0,NA,NA
acquired,NA,Americas,NA,NA,0,0,NA,NA
acquired,search,Europe,NA,13,0,0,NA,NA
acquired,software,Americas,NA,NA,0,0,NA,NA
acquired,ecommerce,Europe,606,2,2,0,1,2
acquired,NA,Europe,NA,NA,0,0,NA,NA
closed,ecommerce,Europe,15,2,0,0,1,0
acquired,biotech,Americas,NA,NA,0,0,NA,NA
acquired,advertising,Americas,98,7,0,0,2,2
closed,software,Americas,6,2,1,247519,1,5
acquired,music,Americas,NA,NA,2,0,NA,1
acquired,mobile,Americas,NA,NA,0,0,NA,2
ipo,hardware,Americas,NA,NA,0,0,2,4
acquired,web,Americas,NA,NA,1,0,1,NA
acquired,games_video,Americas,NA,NA,1,3029746,NA,0
acquired,hardware,Americas,NA,13,0,0,NA,1
closed,fashion,Americas,NA,2,1,19795,1,2
acquired,NA,Americas,NA,NA,0,0,NA,NA
acquired,NA,Americas,NA,NA,0,0,NA,NA
ipo,hardware,Americas,NA,NA,0,0,1,28
acquired,software,Americas,NA,7,2,2212014,2,9
acquired,NA,Americas,NA,NA,0,0,1,1
acquired,NA,Americas,NA,18,0,0,1,4
closed,web,Americas,2,1,1,15131,1,2
ipo,ecommerce,Americas,70,10,4,69299905,1,4
closed,ecommerce,Americas,11,1,1,19159,1,1
closed,mobile,Africa,NA,3,0,0,1,5
closed,ecommerce,Americas,NA,1,0,0,3,1
acquired,hardware,Americas,15,5,0,0,1,3
closed,other,Europe,NA,NA,1,14989847,NA,NA
acquired,security,Americas,10,14,0,0,1,NA
acquired,hardware,NA,NA,7,0,0,1,1
acquired,network_hosting,NA,NA,NA,0,0,1,1
acquired,NA,Americas,NA,NA,0,0,NA,NA
acquired,NA,NA,NA,NA,0,0,1,1
acquired,software,Europe,NA,NA,0,0,NA,NA
acquired,mobile,Americas,NA,NA,1,20207,2,1
acquired,NA,Americas,NA,5,0,0,NA,NA
acquired,NA,Americas,NA,15,0,0,NA,NA
closed,ecommerce,NA,3,1,0,0,NA,NA
acquired,search,NA,NA,NA,0,0,NA,NA
acquired,analytics,Americas,8,1,1,1385933,2,NA
acquired,NA,Americas,NA,NA,0,0,2,4
acquired,software,Americas,17,1,0,0,3,3
acquired,NA,Europe,NA,NA,0,0,NA,1
closed,photo_video,Europe,5,2,0,15924,1,1
closed,web,NA,20,2,1,494937,1,4
acquired,enterprise,Asia,NA,NA,1,3960256,1,1
acquired,NA,NA,NA,NA,0,0,2,2
acquired,biotech,Americas,NA,NA,0,0,NA,NA
acquired,NA,NA,NA,NA,0,0,1,1
acquired,security,Americas,NA,NA,0,0,NA,NA
acquired,biotech,Americas,NA,NA,0,0,NA,NA
acquired,NA,Americas,NA,NA,0,0,NA,NA
closed,health,Americas,NA,NA,2,151533,NA,NA
acquired,security,Americas,NA,33,0,0,NA,NA
acquired,NA,Americas,NA,3,0,0,1,1
acquired,NA,Americas,NA,29,0,0,NA,1
closed,web,Americas,4,2,1,49494,1,12
acquired,ecommerce,NA,NA,NA,1,222762,1,3
acquired,other,Americas,NA,NA,0,0,NA,1
acquired,travel,Europe,NA,1,1,4443998,1,7
closed,public_relations,NA,NA,2,0,0,NA,NA
acquired,software,Americas,10,6,0,0,NA,4
acquired,software,Americas,4,1,0,0,2,1
acquired,NA,Americas,NA,11,0,0,NA,1
acquired,NA,Oceania,NA,NA,0,0,1,2
acquired,NA,Americas,NA,NA,0,0,1,1
acquired,biotech,Americas,NA,NA,1,1188054,1,2
acquired,software,Americas,NA,NA,0,0,NA,1
acquired,NA,NA,NA,9,0,0,NA,NA
ipo,health,Americas,NA,NA,0,0,1,7
acquired,NA,Europe,NA,NA,0,0,1,1
acquired,mobile,Americas,NA,1,1,0,2,3
acquired,biotech,Americas,NA,3,3,6283009,NA,NA
acquired,network_hosting,NA,NA,7,0,0,NA,NA
acquired,web,Americas,10,3,1,2722354,2,6
acquired,NA,NA,NA,NA,0,0,1,1
acquired,NA,Americas,NA,NA,0,0,NA,NA
acquired,mobile,NA,NA,NA,0,0,NA,NA
acquired,NA,NA,NA,NA,0,0,1,1
closed,manufacturing,Americas,NA,4,1,655378,NA,NA
acquired,NA,Europe,NA,NA,0,0,NA,NA
acquired,web,Americas,8,3,0,0,NA,2
closed,web,NA,2,3,0,0,1,1
acquired,NA,Americas,NA,NA,0,0,NA,NA
acquired,NA,Americas,NA,NA,0,0,NA,NA
acquired,software,Americas,NA,3,2,3872593,NA,1
acquired,games_video,NA,NA,3,0,0,NA,NA
closed,web,NA,3,2,1,20222,NA,2
acquired,NA,NA,NA,NA,0,0,1,2
acquired,web,Americas,NA,NA,0,0,1,2
acquired,games_video,Americas,NA,3,0,0,2,2
acquired,consulting,Americas,4,2,0,0,1,4
closed,medical,Americas,NA,NA,1,148559,NA,1
closed,enterprise,Americas,NA,NA,1,75771,NA,2
acquired,search,Americas,17,NA,0,0,NA,NA
ipo,biotech,Americas,NA,5,2,7771330,1,16
acquired,education,NA,NA,2,0,0,2,3
acquired,ecommerce,Europe,20,1,2,0,1,2
closed,social,Europe,3,2,1,40706,2,4
acquired,software,NA,NA,NA,0,0,NA,1
acquired,other,NA,NA,NA,0,0,NA,NA
acquired,NA,Americas,NA,NA,0,0,NA,NA
acquired,enterprise,Americas,NA,NA,0,0,NA,NA
ipo,biotech,Americas,NA,NA,0,0,2,15
acquired,ecommerce,NA,50,11,0,0,1,7
closed,ecommerce,NA,10,2,1,1009942,1,1
closed,medical,Americas,NA,9,4,2664731,NA,3
acquired,games_video,Americas,NA,1,0,0,1,1
closed,security,Europe,NA,13,1,633568,NA,NA
ipo,biotech,Americas,NA,NA,0,0,1,5
ipo,semiconductor,Asia,NA,NA,0,0,NA,2
acquired,security,Africa,4,10,0,0,1,2
acquired,NA,NA,NA,NA,0,0,NA,1
closed,web,NA,4,1,0,0,0,1
acquired,NA,NA,NA,NA,0,0,1,1
acquired,NA,Europe,NA,28,0,0,NA,NA
closed,software,Americas,NA,1,1,59391,NA,NA
acquired,mobile,NA,NA,NA,0,0,NA,NA
ipo,biotech,Americas,NA,NA,1,9899867,1,7
acquired,NA,Americas,NA,NA,0,0,NA,NA
closed,analytics,Americas,4,1,2,603927,NA,1
acquired,software,Americas,NA,NA,0,0,NA,NA
acquired,NA,Europe,NA,10,0,0,1,1
closed,search,NA,NA,NA,0,0,1,1
closed,web,Europe,NA,1,0,0,2,3
closed,finance,Americas,NA,2,1,1237329,NA,NA
acquired,NA,Americas,NA,NA,0,0,NA,NA
acquired,enterprise,NA,NA,3,0,0,1,1
acquired,other,Americas,5,4,0,0,NA,NA
acquired,NA,Americas,NA,20,0,0,NA,NA
acquired,mobile,NA,NA,2,0,0,NA,NA
acquired,security,NA,NA,NA,0,0,NA,NA
acquired,NA,NA,NA,NA,0,0,NA,1
acquired,NA,Europe,NA,27,0,0,NA,NA
acquired,NA,Oceania,NA,10,0,0,NA,NA
acquired,NA,Europe,NA,NA,0,0,NA,NA
acquired,NA,Americas,NA,10,0,0,NA,1
closed,web,Americas,NA,5,2,0,1,2
acquired,enterprise,Americas,NA,NA,0,0,NA,NA
closed,design,Americas,NA,NA,3,59083701,2,3
acquired,software,Europe,NA,17,0,0,NA,NA
acquired,software,Oceania,NA,NA,0,0,NA,NA
acquired,ecommerce,Europe,30,12,0,0,NA,NA
closed,software,Africa,1,2,1,34661,NA,1
acquired,NA,Americas,NA,NA,0,0,NA,NA
closed,other,Asia,NA,1,1,252489,1,4
closed,ecommerce,Asia,NA,1,1,0,NA,1
acquired,hardware,Europe,NA,NA,0,0,NA,NA
acquired,NA,Europe,NA,NA,0,0,NA,NA
acquired,NA,Americas,NA,4,0,0,NA,NA
acquired,NA,Americas,NA,NA,0,0,NA,NA
closed,photo_video,Americas,3,2,1,11885,1,4
acquired,NA,NA,NA,3,0,0,NA,2
acquired,mobile,Americas,5,2,0,0,1,4
acquired,NA,Americas,NA,3,0,0,NA,NA
acquired,finance,Americas,5,1,0,0,1,3
acquired,software,Asia,60,5,0,0,1,6
acquired,public_relations,Americas,12,1,0,0,2,3
acquired,NA,Europe,NA,9,0,0,NA,NA
acquired,mobile,Americas,NA,1,1,3712582,3,4
acquired,biotech,NA,NA,NA,0,0,NA,NA
closed,messaging,Americas,3,1,1,20199,1,2
acquired,mobile,Americas,NA,3,2,2792462,1,4
acquired,NA,NA,NA,NA,0,0,1,1
acquired,other,Americas,NA,NA,0,0,NA,NA
acquired,security,Americas,21,3,1,5939857,1,2
acquired,advertising,Europe,13,1,0,0,1,1
acquired,NA,Europe,NA,NA,0,0,NA,NA
ipo,NA,Americas,NA,NA,0,0,2,9
closed,social,Americas,6,1,1,0,NA,NA
acquired,ecommerce,Asia,NA,2,1,0,NA,NA
acquired,NA,Europe,NA,2,0,0,NA,3
closed,public_relations,Europe,51,3,5,6060501,NA,4
acquired,software,Americas,NA,NA,0,0,NA,1
acquired,NA,Americas,NA,NA,0,0,NA,NA
acquired,NA,Americas,NA,NA,0,0,NA,NA
acquired,web,Americas,4,2,1,197963,NA,2
acquired,NA,NA,NA,NA,0,0,1,1
acquired,software,Europe,NA,NA,0,0,NA,NA
acquired,NA,Americas,NA,5,1,1580183,1,1
ipo,health,Americas,NA,14,2,15150131,1,13
acquired,NA,Asia,NA,NA,0,0,1,0
acquired,NA,Americas,NA,15,0,0,NA,NA
acquired,software,Americas,NA,NA,0,0,NA,NA
acquired,NA,Americas,NA,NA,0,0,NA,NA
acquired,NA,Asia,NA,NA,0,0,NA,NA
acquired,mobile,Americas,NA,NA,1,606051,1,4
acquired,mobile,Americas,NA,3,1,1781807,1,2
acquired,software,Americas,NA,18,3,4068771,1,4
closed,photo_video,NA,5,2,1,14850,1,5
acquired,mobile,Americas,NA,1,3,707003,3,5
acquired,enterprise,Europe,NA,7,1,9451,1,2
acquired,software,NA,2,7,0,0,NA,NA
acquired,hardware,NA,NA,NA,0,0,NA,NA
acquired,public_relations,Americas,NA,NA,0,0,NA,NA
acquired,mobile,Europe,NA,12,0,0,1,1
acquired,NA,Americas,NA,NA,0,0,1,NA
acquired,advertising,Europe,4,3,0,0,1,1
acquired,software,Americas,NA,NA,0,0,NA,NA
acquired,software,Americas,12,2,1,495090,NA,2
acquired,NA,NA,NA,NA,0,0,1,1
acquired,NA,Europe,NA,18,0,0,NA,NA
ipo,web,Americas,50,1,0,0,1,7
closed,web,NA,NA,1,0,0,1,1
acquired,software,Oceania,NA,NA,0,0,NA,NA
acquired,NA,Americas,NA,15,0,0,NA,NA
acquired,NA,NA,NA,NA,0,0,1,8
acquired,software,Americas,151,29,1,42613489,NA,2
acquired,NA,Americas,NA,3,2,1585955,1,7
acquired,NA,NA,NA,NA,0,0,2,2
acquired,hardware,Americas,NA,NA,0,0,NA,NA
acquired,NA,Americas,NA,3,0,0,NA,NA
acquired,public_relations,NA,NA,NA,0,0,1,1
acquired,software,Europe,NA,NA,0,0,1,1
acquired,analytics,Americas,0,1,0,16175,2,1
closed,mobile,Americas,NA,2,2,881090,NA,3
acquired,hardware,Europe,NA,NA,0,0,NA,NA
acquired,NA,Americas,NA,NA,0,0,NA,NA
acquired,other,NA,NA,NA,0,0,2,1
acquired,music,Americas,NA,NA,1,2277221,2,5
acquired,advertising,Americas,NA,NA,1,0,1,NA
acquired,mobile,Americas,NA,NA,0,0,1,3
acquired,games_video,Americas,NA,NA,0,0,NA,2
acquired,NA,Europe,NA,NA,0,0,NA,NA
closed,education,Americas,5,1,1,101011,1,3
closed,network_hosting,Americas,25,16,0,0,NA,NA
closed,NA,Americas,NA,NA,1,2020138,NA,NA
acquired,education,NA,4,1,1,0,NA,NA
acquired,software,Americas,NA,NA,0,0,NA,NA
closed,web,Americas,3,1,1,98935,NA,3
acquired,hardware,Americas,NA,NA,0,0,NA,2
closed,ecommerce,Americas,4,1,1,119181,1,2
acquired,ecommerce,Americas,NA,1,1,2626060,1,8
acquired,mobile,Americas,5,1,0,0,NA,3
acquired,ecommerce,NA,10,1,2,3959575,1,7
acquired,consulting,Americas,15,NA,0,0,NA,NA
acquired,NA,Europe,NA,NA,0,0,NA,NA
closed,other,NA,2,1,0,0,NA,NA
acquired,web,Americas,NA,NA,0,0,1,1
acquired,web,NA,NA,3,0,0,NA,NA
closed,other,NA,2,1,0,0,NA,NA
acquired,web,Americas,NA,1,0,0,1,6
acquired,mobile,NA,NA,1,1,0,2,2
acquired,NA,Americas,NA,NA,1,166668,1,NA
closed,analytics,Europe,4,1,1,16171,NA,4
acquired,NA,Americas,NA,NA,0,0,NA,NA
closed,travel,Americas,NA,NA,0,0,NA,2
closed,mobile,NA,2,2,0,0,1,NA
acquired,software,Americas,NA,NA,0,0,NA,NA
acquired,games_video,Americas,NA,0,1,3535043,2,6
acquired,semiconductor,Americas,11,12,0,0,1,NA
acquired,NA,Americas,NA,NA,0,0,NA,NA
acquired,software,Americas,NA,NA,0,0,1,1
acquired,enterprise,Oceania,NA,13,0,0,NA,NA
closed,web,Americas,8,2,1,594014,NA,4
acquired,NA,Americas,NA,13,0,0,NA,NA
acquired,NA,Europe,NA,14,0,0,NA,NA
ipo,games_video,Americas,NA,NA,0,0,1,NA
acquired,web,Americas,4,NA,2,831734,1,2
closed,web,Asia,NA,2,1,0,1,1
acquired,NA,NA,NA,NA,0,0,NA,2
ipo,biotech,Americas,NA,15,3,68053311,2,20
ipo,public_relations,Americas,NA,NA,0,0,0,3
acquired,web,NA,NA,NA,0,0,NA,NA
acquired,security,Americas,NA,11,0,0,NA,NA
acquired,other,NA,3,2,0,0,1,2
acquired,analytics,NA,NA,2,2,247567,1,NA
closed,web,Asia,NA,5,0,49502,NA,2
acquired,biotech,Europe,NA,NA,0,0,NA,NA
closed,education,Asia,NA,2,1,50509,NA,2
acquired,software,Americas,NA,2,0,0,1,NA
acquired,NA,Americas,NA,26,0,0,NA,2
closed,other,Europe,NA,0,0,0,1,NA
closed,NA,Americas,NA,NA,1,15149713,1,NA
closed,mobile,Americas,4,1,1,505060,NA,NA
acquired,consulting,Americas,NA,NA,0,0,NA,NA
acquired,NA,Americas,NA,NA,0,0,NA,NA
acquired,enterprise,NA,NA,4,0,0,NA,NA
acquired,NA,Americas,NA,3,0,0,NA,NA
acquired,software,Americas,NA,2,2,1267223,2,7
ipo,hardware,Europe,NA,NA,0,0,1,9
acquired,hardware,Americas,NA,NA,0,0,NA,1
closed,NA,NA,NA,NA,0,0,1,1
closed,other,Americas,NA,NA,2,530318,1,0
closed,games_video,Europe,6,1,0,0,1,1
acquired,NA,Asia,NA,NA,0,0,NA,NA
acquired,manufacturing,Americas,NA,11,0,0,2,8
closed,messaging,Americas,5,1,1,1010002,NA,NA
acquired,NA,Americas,NA,NA,0,0,NA,NA
acquired,software,Americas,NA,30,0,0,1,18
acquired,ecommerce,Americas,NA,14,0,0,NA,1
acquired,other,Americas,NA,NA,1,0,1,1
acquired,health,NA,NA,NA,0,0,NA,NA
closed,web,Americas,NA,1,0,0,1,1
acquired,NA,NA,NA,NA,0,0,1,NA
acquired,mobile,NA,398,17,0,0,1,7
closed,travel,NA,3,0,1,25253,1,3
acquired,NA,Americas,NA,37,0,0,NA,NA
acquired,NA,NA,NA,NA,0,0,1,NA
acquired,biotech,Americas,NA,NA,0,0,NA,2
acquired,public_relations,Oceania,NA,NA,0,0,NA,NA
acquired,NA,Asia,NA,NA,0,0,NA,NA
acquired,web,Americas,NA,2,1,940550,2,1
acquired,web,NA,NA,2,1,1980033,3,4
acquired,ecommerce,Europe,2,1,0,0,NA,2
acquired,other,Americas,NA,21,0,0,NA,NA
acquired,games_video,Europe,NA,NA,0,0,NA,NA
acquired,software,Europe,NA,24,0,0,NA,NA
acquired,NA,Europe,NA,5,0,0,NA,NA
closed,travel,Europe,23,2,1,2020147,1,10
acquired,NA,Americas,NA,NA,0,0,1,1
acquired,NA,NA,NA,NA,0,0,1,1
acquired,mobile,Americas,NA,NA,0,0,NA,NA
acquired,NA,Americas,NA,NA,0,0,NA,NA
acquired,NA,Europe,NA,NA,0,0,NA,NA
acquired,search,NA,5,0,0,0,1,7
acquired,NA,Europe,NA,9,0,0,NA,NA
acquired,NA,Americas,NA,NA,0,0,NA,NA
acquired,NA,NA,NA,3,0,0,2,4
closed,sports,Americas,NA,2,1,0,1,2
acquired,NA,Americas,NA,27,0,0,NA,NA
acquired,mobile,Americas,NA,4,0,0,1,1
acquired,NA,Americas,NA,4,0,0,1,8
